7.5767E-06	8.77968E-06
7.70462E-06	9.29415E-06
3.3369E-06	-0.005132935
0.000228023	0.221303436
2.72776E-05	0.030493912
5.72971E-06	4.99377E-08
-5.86366E-08	4.54066E-05
-5.35197E-06	1.48636E-06
7.67616E-06	5.02773E-07
0.000110213	0.107294678
0.000367876	0.380389319
1.00025E-05	0.00166648
9.4686E-06	0.000198713
-5.69955E-07	0.000145633
-3.67981E-05	-0.03375669
2.10474E-06	3.31363E-06
6.16296E-06	0.000259773
3.41928E-06	-0.003720842
8.20569E-06	-0.00078432
2.86267E-06	-8.73588E-08
3.87251E-06	-0.003547102
6.97396E-06	-1.19557E-05
4.65197E-06	-0.001854038
8.96642E-06	0.000146453
-4.18416E-05	-0.039225259
9.39619E-06	0.00096818
-0.000681228	-0.679475817
5.42521E-06	0.000238337
-8.83033E-06	-0.000800033
-6.80971E-06	-0.002774279
-1.81084E-06	-0.004089637
-0.016346228	-16.37266058
0.000435928	0.423467819
0.000441544	0.445947099
0.002541364	2.54338438
0.002140511	2.133151154
0	0
-0.00918992	-9.090992106
-2.12206E-06	1.05886E-05
-5.53971E-06	1.33211E-07
7.75059E-06	1.1636E-05
3.10551E-06	2.4851E-07
-4.77996E-06	0.002253961
1.21683E-06	0.005023857
0.000471104	0.461813951
9.2865E-05	0.097098019
3.22965E-05	0.023979175
3.44366E-05	0.043503074
-3.77867E-06	9.97074E-09
8.28119E-06	2.2071E-05
-7.59389E-07	2.19177E-07
0.000523761	0.504660994
0.001456175	1.425047338
-7.47448E-07	-0.000574735
-4.29834E-06	0.000568404
6.37091E-06	0.00480179
-0.002721519	-2.776417862
0.00035817	0.342355502
5.89136E-06	-2.172E-06
-6.0174E-06	6.92807E-06
-1.13422E-06	-0.007826068
-3.72563E-06	-0.000746842
8.09712E-06	0.000276041
6.21445E-06	2.57069E-06
9.31372E-06	0.000747736
8.20641E-06	0.000298528
-7.08318E-07	0.000308935
-7.04868E-07	0.000492145
1.05336E-05	0.001311325
8.84611E-06	2.83104E-07
1.13171E-05	0.007278888
5.57972E-06	7.79347E-05
6.58872E-06	0.000156437
-2.58928E-05	-0.033319259
-5.54964E-05	-0.056402148
1.00941E-05	0.004890263
1.4257E-07	0.000125479
2.43275E-05	0.020473933
-5.44702E-06	5.26397E-05
8.70559E-06	-0.000942402
8.77589E-07	0.001012327
-2.84045E-06	-8.01175E-06
-7.50675E-06	5.20949E-05
-4.40897E-05	-0.041192557
-0.027303762	-28.12833267
-5.72775E-07	-0.002366765
0.004043994	3.66238902
0.000265028	0.25384489
0.001186088	1.160410025
2.60354E-08	-1.05688E-08
6.56447E-06	1.01954E-07
4.9942E-06	8.28448E-05
2.57866E-06	1.27373E-05
-9.28834E-06	8.43708E-06
0.00135999	1.32956276
-1.36141E-05	-0.006213717
5.8352E-05	0.064800029
0.015635767	15.51783688
-0.000150987	-0.189446814
3.34226E-06	0.00353947
-0.001116949	-1.157407258
-2.30285E-06	1.47121E-05
1.00795E-05	0.002249926
-3.44054E-05	-0.032244251
0.000346164	0.341440886
7.55893E-07	-4.46912E-07
8.55353E-06	-4.38957E-05
-8.78083E-06	1.37993E-05
2.42177E-06	-0.000328408
-8.99254E-06	-1.98122E-06
-4.14527E-06	0.000225483
-0.00377583	-3.744578409
-0.02095938	-21.25364197
-3.11853E-05	-0.037022647
0.005705805	5.600124746
0.036405839	35.59584132
-3.73238E-06	0.00084913
0.006881485	6.490404933
-0.070013896	-73.65769788
-0.000193785	-0.204917672
-0.020249184	-20.43197997
8.74595E-06	5.5136E-08
5.80834E-06	-7.5818E-08
5.35876E-06	7.20027E-08
6.37576E-07	-1.5162E-05
-3.82294E-06	3.46872E-05
2.71911E-06	8.83304E-06
5.06983E-06	-4.70968E-08
6.28193E-06	-5.75283E-08
1.77856E-06	3.48202E-06
5.71088E-06	-1.29077E-05
-6.06453E-06	8.79502E-07
7.96454E-06	1.51419E-06
-1.35523E-06	1.00743E-08
1.02284E-05	0.007101625
-3.441E-06	-1.29954E-05
5.12859E-06	1.00189E-06
8.93046E-06	0.000545746
-7.38061E-06	-0.001576538
-3.64257E-06	-0.005519266
8.83214E-06	8.87751E-07
-0.000132392	-0.134292319
0	0
-8.02933E-05	-0.082148688
0.000112433	0.115595445
3.547E-06	0.000103384
0.00014034	0.139950649
-3.20633E-05	-0.034278458
6.04342E-06	1.61601E-05
6.67461E-06	-0.00207963
4.71686E-06	-0.000355745
-1.37813E-06	-0.003909669
2.7275E-05	0.025667818
-1.35781E-06	-0.00087268
-0.013394826	-13.31056487
-0.009189762	-9.110701808
-0.021435253	-21.60969842
0.043002504	41.8900224
-0.000186216	-0.186997547
2.97651E-05	0.021290254
-0.00161439	-1.603786902
-3.64336E-06	-0.008982221
0.00106212	1.03913863
-0.000586597	-0.585709538
-0.007836076	-7.841729662
-9.20886E-05	-0.092929383
-0.000151049	-0.15094846
0.000219295	0.213197001
8.83014E-06	0.000289298
0.001311966	1.304823429
-4.27883E-07	-0.000215545
-3.07342E-06	1.06169E-07
0.001334243	1.346794291
9.17988E-06	3.34669E-05
-0.000218953	-0.224873965
6.09893E-06	-0.000676498
7.3787E-06	2.26054E-06
5.88725E-06	1.43757E-07
2.87298E-06	-1.47647E-08
6.21308E-06	-9.5792E-08
8.5878E-06	3.94462E-07
6.40175E-06	-2.97289E-08
8.24497E-06	6.77605E-08
2.73414E-06	9.30682E-05
4.78515E-06	0.000121365
-3.31984E-06	-1.45718E-08
-4.08999E-06	1.14279E-07
9.20815E-06	5.86681E-08
-6.90669E-06	-2.59345E-08
2.40181E-06	1.22906E-07
7.58994E-06	-4.44907E-08
3.87222E-06	-5.01707E-08
8.29915E-06	-7.49853E-09
-2.77285E-06	-1.19382E-07
6.86606E-06	2.27691E-08
8.04902E-06	5.23792E-08
7.9302E-06	5.23783E-08
6.78473E-06	7.42073E-08
6.19595E-06	-8.18613E-08
5.41941E-06	1.91422E-08
5.9992E-06	-1.14722E-09
7.22314E-06	3.11561E-09
5.42814E-06	2.46927E-08
2.73551E-06	1.90634E-06
7.40116E-06	1.24571E-05
4.72042E-06	0.000164369
2.15198E-06	-1.12982E-08
5.36313E-07	2.57346E-07
1.36992E-06	5.35994E-08
7.71248E-06	3.59522E-07
4.44466E-06	2.18042E-06
3.67131E-06	-9.53386E-08
3.34754E-06	9.81911E-08
-5.72864E-06	4.73416E-08
-6.93681E-06	-1.46268E-08
5.56228E-06	-1.88048E-09
1.15266E-06	1.99449E-08
7.00428E-06	-2.96815E-08
3.94823E-06	-1.11515E-07
-4.44291E-06	4.21892E-08
7.37168E-07	-8.53995E-08
-6.23E-08	3.97909E-08
-2.10034E-06	1.45887E-08
